index,address_1,address_2,name,expiration_date
42,ALEJA IGNACEGO DASZYŃSKIEGO,3,SPOŁEM PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2029-03-02
43,ALEJA IGNACEGO DASZYŃSKIEGO,18,PALUCH DAWID,2026-09-22
44,ALEJA IGNACEGO DASZYŃSKIEGO,33,ORLEN SPÓŁKA AKCYJNA,2029-03-12
45,ALEJA IGNACEGO DASZYŃSKIEGO,8 lok. LU 1,DUDEK SZYMON,2029-07-07
46,ALEJA JANA PAWŁA II,15,LEWIATAN MARKET SPÓŁKA Z O. O.,2029-01-14
47,ALEJA JANA PAWŁA II,186,SHELL POLSKA SPÓŁKA Z O. O.,2025-11-03
48,ALEJA JANA PAWŁA II,200,CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-04-06
49,ALEJA JANA PAWŁA II,31 LOK. U 3 A,PIEGDOŃ RENATA,2027-12-19
50,ALEJA JULIUSZA SŁOWACKIEGO,22,RUSIN NORBERT,2028-12-10
51,ALEJA JULIUSZA SŁOWACKIEGO,64,SKLEPY AVITA SPÓŁKA Z O.O.,2029-07-03
52,ALEJA KIJOWSKA,12 lok LU1,RYSZAWY ANNA,2028-03-12
53,ALEJA KIJOWSKA,5 lok. 174,CHERVINCHAK STEPAN,2029-06-09
54,ALEJA KIJOWSKA,57 lok LU5,CHORZĘPA JAN,2026-06-05
55,ALEJA PŁK. WŁADYSŁAWA BELINY- PRAŻMOWSKIEGO,49A,"TOCZEK ROBERT, SAŁAPA PAWEŁ",2026-04-30
56,ALEJA POKOJU,14,ADAM CZEKAJEWSKI FIRMA HANDLOWA CITY SPÓŁKA JAWNA,2025-02-25
57,ALEJA POKOJU,14,SPOŁEM PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2027-02-03
58,ALEJA POKOJU,20,SPOŁEM PODWAWELSKA SPÓLDZIELNIA,2029-04-02
59,ALEJA POKOJU,33,SPOŁEM PODWAWELSKA SPÓLDZIELNIA SPOŻYWCÓW,2029-03-15
60,ALEJA POKOJU,65,SHELL POLSKA SPÓŁKA Z O.O.,2029-06-23
61,ALEJA POKOJU,67,KRAVCHENKO ANDRIY,2027-11-07
62,ALEJA POKOJU,67,DOLINA PIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-12-12
63,ALEJA POKOJU,67,AUCHAN POLSKA SPÓŁKA Z O. O.,2025-09-23
64,ALEJA POKOJU,78,TROKOS MARKET POINT DELIKATESY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-10-11
65,ALEJA POKOJU,81,MROCZEK MICHAŁ,2027-03-10
66,ALEJA POKOJU,29A lok LU2,ZINKOVSKA OLEKSANDRA,2028-04-11
67,ALEJA POKOJU,62A,UNIMOT SPÓŁKA AKCYJNA,2028-04-12
68,ALEJA POWSTANIA WARSZAWSKIEGO,12,VITALII RUDENKO,2029-09-16
69,ALEJA SOLIDARNOŚCI,11,"SPOŁEM POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW ""NOWA HUTA"" W KRAKOWIE",2026-08-30
70,ALEJA ZYGMUNTA KRASIŃSKIEGO,1,HANDLOWA SPÓŁDZIELNIA JUBILAT,2029-07-22
71,ALEJA ZYGMUNTA KRASIŃSKIEGO,8,STADNIK KATARZYNA,2026-10-07
72,ALEKSANDRA FREDRY,27,WÓJTOWICZ KRZYSZTOF,2027-12-10
73,ALEKSANDRA LUBOMIRSKIEGO,16,TREIMORFA HOTEL SPÓŁKA Z O.O.,2032-06-09
74,ALEKSANDRA LUBOMIRSKIEGO,22,BERNASHEVSKYI MARK,2028-10-08
75,ALEKSANDRA SZUKIEWICZA,3,"SWOBODA URSZULA, SWOBODA WŁADYSŁAW",2026-07-31
76,ALEKSANDRY,11,ŻAROW JADWIGA,2029-02-14
77,ALEKSANDRY,21,"CHUDOBA AGNIESZKA, STRĄCZEK TOMASZ",2025-04-08
78,ALEKSANDRY,3A,PIETRUSA PATRYCJA,2026-10-28
79,ANDRZEJA STRUGA,przy bl nr 8,FIRMA HANDLOWA GRZEŚ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2026-05-25
80,ANDRZEJA ZAUCHY,"11/LU2,LU3",KHOMENKO MYKOLA,2028-11-13
81,ANDRZEJA ZAUCHY,6 lok U5,DOLINA PIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-08-16
82,ANDRZEJA ZAUCHY,8/LU3,"WIELECKI MATEUSZ, WIELECKI WIKTOR",2028-09-10
83,ANNY SZWED-ŚNIADOWSKIEJ,36/6,WORLD ELIT GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-11-12
84,ANNY SZWED-ŚNIADOWSKIEJ,41 lok LU6,STEFAN-SADZIKOWSKA ANNA,2025-08-06
85,ANNY SZWED-ŚNIADOWSKIEJ,41 lok. LU4,STOKROTKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-08-12
86,ANTONIEGO AUGUSTYNKA- WICHURY,1 lok. LU 1,WOLAK NATALIA,2028-09-10
87,"ARMII ""KRAKÓW""",22,P.H.U. ZACHĘTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-08-08
88,"ARMII ""KRAKÓW""",80,"FURTAK AGNIESZKA, FURTAK TOMASZ",2029-04-13
89,ARMII KRAJOWEJ,10,CIRCLE K POLSKA SPÓŁKA Z O. O.,2026-10-15
90,ARMII KRAJOWEJ,77,MONOLITH TRADING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-02-16
91,ARMII KRAJOWEJ,21A,ORLEN SPÓŁKA AKCYJNA,2029-03-14
92,ARMII KRAJOWEJ,97 lok 3,BRZOSKWINIA MATEUSZ,2027-11-15
93,ASTRONAUTÓW,5,KUCHARSKA LUCYNA,2028-08-18
94,AUGUSTYNA KORDECKIEGO,13,PIASKOWSKI KRZYSZTOF,2028-12-08
95,AVIA,5 lok U3,MAZURKIEWICZ JAROSŁAW,2027-12-18
96,BAGROWA,80 lok LU 47,CIEPIELOWSKI PATRYK,2026-02-07
97,BAJECZNA,6,FIRMA HANDLOWO-USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SPÓŁKA JAWNA,2028-11-18
98,BAJECZNA,4 lok. U,CHUCHRO ELIZA,2027-06-09
99,BALICKA,16,MARKET PUNKT 4 PL SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2025-02-20
100,BALICKA,18,JĘDRZEJEWSKI WOJCIECH,2029-08-11
101,BALICKA,56,EUROCASH SPÓŁKA AKCYJNA,2026-09-01
102,BALICKA,157,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2025-01-16
103,BALICKA,255,"""CZAS WINA""SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",2025-08-11
104,BALICKA,284,SOBOCIŃSKA ANNA,2029-02-06
105,BALICKA,18 lok. 2,DUŻY BEN SPÓŁKA Z O.O.,2029-09-16
106,BALICKA,18D,PIETRUSA PATRYCJA,2026-10-10
107,BALICKA,41A,JAWOR MARTA,2027-12-18
108,BARBARY,3 lok. 3,"ROMAN MYTNIK, MICHAŁ MYTNIK",2026-01-07
109,BARBARY,3 lok. II,"MYTNIK MICHAŁ, MYTNIK ROMAN",2026-06-14
110,BARSKA,69 LU 5,STRUMIŁŁO JOANNA,2025-09-13
111,BARTOSZA GŁOWACKIEGO,4,FIRMA HANDLOWO-USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SPÓLKA JAWNA,2026-03-12
112,BARTOSZA GŁOWACKIEGO,16B,DUDA PAWEŁ,2029-08-06
113,BASZTOWA,10,KRUK DARIUSZ,2032-10-09
114,BASZTOWA,10 lok U1.4,BŁONIARZ ZBIGNIEW,2026-07-08
115,BATALIONÓW CHŁOPSKICH,2A,KOSIŃSKI WIESŁAW,2024-12-31
116,BAZAROWA,1,EUROCASH SPÓŁKA AKCYJNA,2025-01-29
117,BENEDYKTYŃSKA,37,"""BENEDICTE""JEDNOSTKA GOSPODARCZA OPACTWA BENEDYKTYNÓW W TYŃCU",2025-07-13
118,BERKA JOSELEWICZA,28,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2029-09-30
119,BERKA JOSELEWICZA,23A,PRZYSTANEK KULTURA SPÓLKA Z O.O.,2032-08-12
120,BERNARDA WAPOWSKIEGO,8,WINNICA&WINO SPÓŁKA Z O.O.,2029-02-18
121,BESKIDZKA,29,MUSIAŁ PAWEŁ,2026-01-14
122,BESKIDZKA,30,SKALNIAK PAULINA,2026-10-02
123,BESKIDZKA,30,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2029-02-07
124,BIAŁOPRĄDNICKA,15,KAPUSTA DOMINIKA,2028-11-26
125,BIAŁOPRĄDNICKA,21,WERNER DOROTA,2026-07-31
126,BIAŁORUSKA,"10B, 10C",INTEGRAL TRADE SPÓŁKA Z O.O.,2028-11-07
127,BIAŁORUSKA,7 KIOSK 39,MEJER TADEUSZ,2025-04-16
128,BIAŁORUSKA,MINI CENTRUM PAWILON NR 10,PAWLIK PIOTR,2025-10-23
129,BIEŃCZYCKA,168 Paw. 3/302,ZAKŁADY MIĘSNE SILESIA SPÓŁKA AKCYJNA,2026-07-10
130,BIEŃCZYCKI PLAC TARGOWY,26/1,ZMARLIK JOANNA,2029-10-13
131,BIEŃCZYCKI PLAC TARGOWY,paw. 27,KLASA MAGDALENA,2029-01-28
132,BIEŃCZYCKI PLAC TARGOWY,PAWILON 14,PRAŻUCH KRZYSZTOF,2025-02-28
133,BIEŻANOWSKA,30,VERVEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-07-09
134,BIEŻANOWSKA,77,HAJDER AGNIESZKA,2027-05-11
135,BIEŻANOWSKA,276,TROKOS MARKET POINT DELIKATESY SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ,2029-06-06
136,BIEŻANOWSKA,303,ALKO TRADING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-02-19
137,BIEŻANOWSKA,78E,KĘKUŚ WOJCIECH,2029-10-13
138,BIEŻANOWSKA,78G,CZURŁOWSKI RYSZARD,2029-10-21
139,BIEŻANOWSKA,88 lok.25,SMALUCH MARZENA,2025-08-10
140,BLOKOWA,1,DONIEC ZBIGNIEW,2027-03-07
141,BLOKOWA,2,JACEK ŚWIĄTEK HALAGARDA PRO SPÓŁKA KOMANDYTOWA,2028-10-08
142,BOCIANA,13,ROKITA MONIKA,2026-12-11
143,BOCIANA,3 lok 1,ZABOROWSKI ŁUKASZ,2027-04-10
144,BOGUCIANKA,1,STRĄCZEK DOROTA,2029-01-11
145,BOGUCIANKA,2,CHMURA TOMASZ,2026-04-16
146,BOGUCIANKA,3,"JACH WOJCIECH, KUKLICZ KRZYSZTOF",2029-08-19
147,BOGUCIANKA,74B,OPRYCHAŁ MICHAŁ,2029-05-09
148,BOGUCICKA,15,"ROMAN MYTNIK, MICHAŁ MYTNIK",2026-01-31
149,BOHATERÓW WRZEŚNIA,1 B,P. H. U. ZACHĘTA SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2029-05-17
150,BOHATERÓW WRZEŚNIA,26A,FLIŚNIK ADAM,2024-11-30
151,BOHDANA ZALESKIEGO,1/4,KASPERCZYK MARCIN,2024-10-25
152,BOHDANA ZALESKIEGO,1/4,KASPERCZYK MARCIN,2029-10-25
153,BOLESŁAWA CZERWIEŃSKIEGO,3B lok LU1,KOŚCIÓŁEK KAROLINA,2027-02-15
154,BOLESŁAWA LIMANOWSKIEGO,3,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2026-07-21
155,BOLESŁAWA LIMANOWSKIEGO,20,"KUŹMIK ADRIAN, KUŹMIK EWA",2029-04-30
156,BOLESŁAWA LIMANOWSKIEGO,24,WALCZYK PATRYCJA,2029-10-08
157,BOLESŁAWA LIMANOWSKIEGO,4 lok. LU 3,J&S PARTNERS SPÓŁKA Z O.O.,2029-09-15
158,BOLESŁAWA ORLIŃSKIEGO,1 lok LU5,GRAGOO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-04-10
159,BOLESŁAWA ORLIŃSKIEGO,1 lok LU6,"WIELECKI WIKTOR, WIELECKA WERONIKA",2026-02-17
160,BOLESŁAWA ORLIŃSKIEGO,3 lok U3,HENDZEL MAŁGORZATA,2029-03-07
161,BOLESŁAWA ORLIŃSKIEGO,3 lok. 2 LU,PABJAN MATEUSZ,2031-11-22
162,BONIFRATERSKA,1,BACÓWKA TOWARY TRADYCYJNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2025-02-25
163,BORKOWSKA,1,LIDL SPÓŁKA Z O.O. SPÓŁKA KOMANDYTOWA,2029-10-13
164,BORKOWSKA,25/5,JAWORSKA-GAWĘDA JOANNA,2029-02-18
165,BORKOWSKA,17B,FIRMA HANDLOWO-USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SPÓŁKA JAWNA,2029-04-19
166,BORKOWSKA,3 LOK. LU 3,BACÓWKA TOWARY TRADYCYJNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2025-09-30
167,BORKOWSKA,3 lok. LU 5,JAWORSKA-GAWĘDA JOANNA,2025-02-19
168,BORSUCZA,12,WCISŁO MONIKA,2025-09-30
169,BORSUCZA,12,DŻINN MARKET SPÓLKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓLKA KOMANDYTOWA,2029-04-02
170,BOSACKA,11,PIT STOP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-10-24
171,BOSAKÓW,11,P.H.U. ZACHĘTA SPÓŁKA OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2028-12-08
172,BOSAKÓW,5A lok 85U,NOWAK EWELINA,2028-05-14
173,BP. ALBINA MAŁYSIAKA,24A lok 66,ŁOPATA DAWID,2027-04-11
174,BP. ALBINA MAŁYSIAKA,26A,KOZIEŃ BEATA,2026-03-16
175,BP. FILIPA PADNIEWSKIEGO,18/40,PIECH MATEUSZ,2029-04-15
176,BP. PIOTRA TOMICKIEGO,22 lok. 218,MIERNICZEK TOMASZ,2025-07-14
177,BRACKA,4,CIAPAŁA EWELINA,2028-09-10
178,BRACKA,3-5 lok. 7,ABU INVEST SPÓŁKA Z O.O.,2032-07-04
179,BRATYSŁAWSKA,1,SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-09-30
180,BRATYSŁAWSKA,4,KAUFLAND POLSKA MARKETY SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,2029-04-20
181,BROGI,27,OPOLSKA KATARZYNA,2025-10-11
182,BROGI,9 lok 13,PALUCH DAWID,2028-08-06
183,BRONOWICKA,11,SKAŁKA AGNIESZKA,2024-12-18
184,BRONOWICKA,33,TOYGER SPÓŁKA Z O. O.,2028-09-11
185,BRONOWICKA,58,"WODNICKI JÓZEF, WODNICKA-WARTNIK DOMINIKA, WODNICKA MARIA",2029-02-20
186,BRONOWICKA,64,ŻARÓW PAULINA,2029-10-13
187,BRONOWICKA,10A,BALAWEJDER BOGDAN,2028-11-30
188,BRONOWICKA,"42/U1, U2","WIELECKA ALICJA, WIELECKI WIKTOR",2026-10-20
189,BRONOWICKA,60/3,CIAPAŁA EWELINA,2029-04-21
190,BRONOWICKA,73 lok 2A,SZEWCZYK DAMIAN,2025-05-05
191,BRZOZOWA,22,SZULC MAŁGORZATA,2028-11-14
192,BRZOZOWA,20/1,MARCHIANTE MIRCO,2025-06-28
193,BRZOZOWA,17/2,GĄSIOROWSKI JAN,2025-03-02
194,BULWAROWA,1,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2029-09-11
195,BULWAROWA,35,MAREK PIOTR,2029-06-11
196,BUŁGARSKA,15 /U4,CIEŚLIK EMILIA,2028-12-17
197,CECHOWA,2,LIDL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SP. KOMANDYTOWA,2026-05-26
198,CECHOWA,118,VERVEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-05-12
199,CEGIELNIANA,2,LIDL SPÓLKA Z OIGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-07-13
200,CEGIELNIANA,20A,KOSIŃSKI WIESŁAW,2026-03-16
201,CELAROWSKA,"32 lok. U2, U3",OPOLSKI SEBASTIAN,2027-12-14
202,CELNA,1,DUŻY BEN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-10-09
203,CENTRALNA,30,"ZELEK ROMAN, ZELEK-MASTALERZ SABINA",2029-07-15
204,CENTRALNA,62,W&BCOMPLEX WARZECHA BĘTKOWSKA SPÓLKA JAWNA,2026-03-18
205,CENTRALNA,40A,ŻAK EWA,2027-08-04
206,CENTRALNA,43B lok. U1,GRUCHAŁA MATEUSZ,2028-02-17
207,CENTRUM A,11/U2,JĘKOT MAGDALENA,2029-08-11
208,CENTRUM A,3 LOK. U 1,DUDEK KATARZYNA,2029-06-09
209,CENTRUM B,5,DELIKATESY CENTRUM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-09-15
210,CENTRUM B,8,INTEGRAL TRADE SPÓLKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-04-01
211,CENTRUM C,4,SPOŁEM POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW NOWA HUTA W KRAKOWIE,2029-07-18
212,CENTRUM C,1 lok U5,GRUCHAŁA MATEUSZ,2027-10-21
213,CENTRUM C,6 lok U002,KRZESAK ANITA,2027-03-09
214,CENTRUM D,1,LEWIATAN MARKET SPÓŁKA Z O. O.,2029-04-04
215,CENTRUM D,1A,MUSIAŁ ADAM,2027-03-14
216,CENTRUM D,2 lok LU1,"GRYSZA MICHAŁ, WARUNEK JAN",2026-03-12
217,CENTRUM D,2/U 8,KRZYCH HUBERT,2024-12-18
218,CHEŁMSKA,14,LIDL SPÓŁKA Z O.O. SPÓŁKA KOMANDYTOWA,2028-06-25
219,CHEŁMSKA,15,HANDLOWA SPÓŁDZIELNIA JUBILAT,2025-03-07
220,CHMIELENIEC,2/LU 10,OLEJNIK ROKSANA,2025-11-04
221,CIENISTA,59,KOSTECKI DANIEL,2027-04-27
222,CIEPŁOWNICZA,80,NORTH COAST SPÓŁKA AKCYJNA,2026-04-18
223,CYPRIANA GODEBSKIEGO,21,"MORAŃSKA AGATA, BEATA DYRLA",2026-06-15
224,CYSTERSÓW,21D,PNV&E SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-12-31
225,CYSTERSÓW,26C lok U1,KACZÓWKA RAFAŁ,2026-04-26
226,CYSTERSÓW,26C LOK. LU8,DOLINA PIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-03-12
227,CZAPSKICH,1 lok L2,DEJ MATEUSZ,2028-06-14
228,CZARNOGÓRSKA,3,VERVES SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ,2029-05-12
229,CZARNOWIEJSKA,23,PIRS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-08-30
230,CZARNOWIEJSKA,39,SKLEPY AVITA SPÓŁKA Z O. O.,2025-02-05
231,CZERWONE MAKI,33,LIDL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓLKA KOMANDYTOWA,2029-02-24
232,CZERWONE MAKI,81,"MATAN PRZEMYSŁAW, MATAN WITOLD (AKTUALNIE: KRAKPRESS SPÓŁKA Z O. O.)",2025-03-21
233,CZERWONE MAKI,"33,33A",PIWOWAR AGNIESZKA,2026-06-14
234,CZERWONE MAKI,53 lok U1,STOKROTKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-09-10
235,CZERWONEGO PRĄDNIKA,8 lok. U 1,WIECZOREK ANNA,2025-06-15
236,CZYSTA,3,OLSZAŃSKA DOROTA,2025-09-30
237,DAJWÓR,14-16,WEŹŻE KRAFTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-02-27
238,DĄBROWA,1,STRYSZOWSKI ANDRZEJ,2024-11-07
239,DĄBSKA,"18 K lok. L 08, L 09",NOWAK PIOTR,2025-12-25
240,DĄBSKA,20 A lok. 1,PYSZ SABINA,2028-11-23
241,DĄBSKA,21 B LOK. U1,KRZYSIEK KINGA,2026-08-28
242,DŁUGA,26,STOJEK AGATA,2025-05-24
243,DŁUGA,27,SZLACHTA MICHAŁ,2025-06-23
244,DŁUGA,33,IELOZIN ANTON,2028-09-14
245,DŁUGA,51,JANIK JAN,2025-03-09
246,DŁUGA,67,BANCYRZ KONRAD,2026-11-07
247,DŁUGA,55 lok. U 1,RADASZKIEWICZ ELŻBIETA,2026-12-04
248,DŁUGA,65 lok. S 2,GAŁĄZKA ANNA,2025-09-13
249,DŁUGA,82 lok 2 i LU23,SZWIEC MAREK,2029-02-18
250,DOBREGO PASTERZA,20,ŚMIETANA IWONA,2026-09-09
251,DOBREGO PASTERZA,67,NETTO INDYGO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-02-08
252,DOBREGO PASTERZA,100,ZAKŁADY MIĘSNE SZUBRYT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-07-04
253,DOBREGO PASTERZA,100,LEWIATAN MARKET SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-12-17
254,DOBREGO PASTERZA,"101/L1,L2",OŻAREK PAULINA,2027-05-15
255,DOBREGO PASTERZA,118F lok U5,MYKHAILIUK PAVLO,2026-12-17
256,DOBREGO PASTERZA,120/3,KRYSTYNA SAPIECHA,2029-04-04
